name,rubro,email,phone,whatsapp,best_outreach_number,address,city,province,website,instagram,facebook,linkedin,source,lead_score,lead_tier,contact_channel
A Augello Pablo,Reparacion De Electrodomesticos,paugello@hotmail.com,+5492216398888,,+5492216398888,65 1265,La Plata - Buenos Aires,,http://www.servicepabloaugello.com.ar,,,,Paginas Amarillas,55,B,phone
Aat Microondas,Reparacion De Electrodomesticos,informacion@comser.com.ar,+542214249633,,+542214249633,41 868,La Plata - Buenos Aires,,http://www.comser.com.ar,,,,Paginas Amarillas,55,B,phone
Agencia Tecnomar,Reparacion De Electrodomesticos,paulodellavecchia@hotmail.es,+542234790744,,+542234790744,14 De Julio 3245,Mar del Plata - Buenos Aires,,www.borjas.com.ar,,,,Paginas Amarillas,55,B,phone
Fernandez Refrigeracion SRL,Reparacion De Electrodomesticos,refrigeracionf@hotmail.com,+543541451328,,+543541451328,Av San Martin 1400,Cosquín - Cordoba,,http://www.refrigeracionf.com.ar,,,,Paginas Amarillas,55,B,phone
Repuestodo Service Once,Reparacion De Electrodomesticos,consultas@repuestosoncehogar.com,+541149529641,,+541149529641,Av Rivadavia 2184,Once (Balvanera) - Ciudad de Buenos Aires,,www.repuestosoncehogar.com.ar,,,,Paginas Amarillas,55,B,phone
Servi Baires Electrohogar,Reparacion De Electrodomesticos,servi_baires@hotmail.com,+541120682421,,+541120682421,Av Alvarez Thomas 1689,Villa Ortuzar - Ciudad de Buenos Aires,,http://www.servi-baires.com.ar,,,,Paginas Amarillas,55,B,phone
Instituto Agustina Bermejo,Reparacion De Pc,info@agustinabermejo.edu.ar,+542204855333,,+542204855333,V López 106,Merlo - Buenos Aires,,http://www.agustinabermejo.edu.ar,,,,Paginas Amarillas,55,B,phone
Automotores Yadanza,Restaurantes,ypfkm248@gmail.com,+543454903064,,+543454903064,Ruta 14,Yuquerí - Entre Rios,,http://www.km248.com.ar,,,,Paginas Amarillas,55,B,phone
Cocina Mama,Restaurantes,cocinamamamdq@gmail.com,+542234918955,,+542234918955,Belgrano 2239,Mar del Plata - Buenos Aires,,https://www.facebook.com/#!/cocina-mamá-503766196345139/?fref=ts,,,,Paginas Amarillas,55,B,phone
Hotel el Sol Resto Bar - Parrilla,Restaurantes,info@elsolhotelfreyre.com.ar,+543564462543,,+543564462543,Alberdi 750,Freyre - Cordoba,,www.elsolhotelfreyre.com.ar,,,,Paginas Amarillas,55,B,phone
Hotel Obreros del Vidrio,Restaurantes,hotelobrerosdelvidrio@hotmail.com,+542234930034,,+542234930034,Garay 1866,Mar del Plata - Buenos Aires,,http://www.hotelsoiva.com.ar,,,,Paginas Amarillas,55,B,phone
Parrilla la Pulperia,Restaurantes,lapulperia.decarilo@hotmail.com,+542254470296,,+542254470296,Av Divisadero 1490,Cariló - Buenos Aires,,http://www.parrillalapulperia.com,,,,Paginas Amarillas,55,B,phone
Rotiseria Mary,Restaurantes,info@maryrotiseria.com,+542942422344,,+542942422344,Añelo 395,Zapala - Neuquen,,http://www.maryrotiseria.com,,,,Paginas Amarillas,55,B,phone
Aldo Liberato - Mundiplas,Riego,mundiplas@mundiplas.com.ar,+541144847776,,+541144847776,Cno De Cintura 3785,San Justo - Buenos Aires,,http://www.mundiplas.com.ar,,,,Paginas Amarillas,55,B,phone
Bios Bromatologia,Riego,secretaria@bioslab.com.ar,+542214802733,,+542214802733,Plaza Belgrano 89,City Bell - Buenos Aires,,http://www.bioslab.com.ar,,,,Paginas Amarillas,55,B,phone
Consorcio de Riego Campo Grande,Riego,riegocg@neunet.com.ar,+542994973025,,+542994973025,Secc Quitnas S/N,Villa Manzano - Rio Negro,,http://www.consorcioderiegocampogrande.com,,,,Paginas Amarillas,55,B,phone
Consorcio Salto Andersen de R y D,Riego,saltoandersen@rcdi.com.ar,+542931430798,,+542931430798,Los Manzanos 98 Colonia Julia y Echarre,Río Colorado - Rio Negro,,http://www.consorciosalto.com.ar,,,,Paginas Amarillas,55,B,phone
Cuba Vivero,Riego,viverocuba@gmail.com,+5492214636650,,+5492214636650,Ruta 36 Km 51,Abasto - Buenos Aires,,https://www.es-la.facebook.com/vivero-cuba-421491427934258,,,,Paginas Amarillas,55,B,phone
Ebyan Sanitarios,Riego,h2osanitarios@hotmail.com,+542229440618,,+542229440618,Cno Gral Belgrano 7649,Juan María Gutiérrez - Buenos Aires,,http://www.sanitariosh2o.com.ar,,,,Paginas Amarillas,55,B,phone
Garcia Osvaldo - Talleres Alsina,Riego,administracion@talleresalsina.com,+542494428698,,+542494428698,Montevideo 1636,Tandil - Buenos Aires,,http://www.talleresalsinadeosvaldogarcia.com,,,,Paginas Amarillas,55,B,phone
Gomas Salta,Riego,info@gomassalta.com.ar,+543874218444,,+543874218444,San Juan 974,Salta - Salta,,http://www.gomassalta.com,,,,Paginas Amarillas,55,B,phone
La Casa del Perforista,Riego,lacasadelperforistatigre@gmail.com,+541140050886,,+541140050886,Sta M De Las Conchas 3289,Rincón de Milberg - Buenos Aires,,http://www.lacasadelperforista.com,,,,Paginas Amarillas,55,B,phone
La Plata Cesped SA,Riego,fev@laplatacesped.com.ar,+542214840800,,+542214840800,Cno Gral Belgrano 4274,Manuel B Gonnet - Buenos Aires,,http://www.laplatacesped.com.ar,,,,Paginas Amarillas,55,B,phone
La Recova del Sur,Riego,info@larecovadelsur.com.ar,+542229490450,,+542229490450,Colectora . Esq Diagon,El Pato - Buenos Aires,,http://www.larecovadelsur.com.ar,,,,Paginas Amarillas,55,B,phone
Napo Mangueras,Riego,info@napomangueras.com,+543514226448,,+543514226448,Humberto Primo 802,Córdoba - Cordoba,,http://www.napomangueras.com,,,,Paginas Amarillas,55,B,phone
Odin SA,Riego,odinsa@infovia.com.ar,+542214227751,,+542214227751,35 S/N,Ensenada - Buenos Aires,,http://www.odinsa.com.ar,,,,Paginas Amarillas,55,B,phone
Quagliarella Miguel Angel Perforaciones,Riego,ventas@todobombas.com,+542234704809,,+542234704809,Av Colón 6821,Mar del Plata - Buenos Aires,,http://www.todobombas.com,,,,Paginas Amarillas,55,B,phone
Riegos Tamagno e Hijos,Riego,info@riegostamagno.com,+542266422811,,+542266422811,Av San Martín 308,Balcarce - Buenos Aires,,https://www.tamagnoriegos.com.ar/,,,,Paginas Amarillas,55,B,phone
Sandex Cordoba SA,Riego,ventas@sandexcordoba.com.ar ; sandexcordoba@hotmail.com,+543543431821,,+543543431821,Av E González 1456,Villa Allende - Cordoba,,http://www.sandexcordoba.com.ar,,,,Paginas Amarillas,55,B,phone
Sanitarios Vazquez,Riego,sanitariosvazquez@hotmail.com,+543484471125,,+543484471125,Pte J D Perón 815,Garín - Buenos Aires,,http://www.sanitariosvazquez.com.ar,,,,Paginas Amarillas,55,B,phone
Vital Servicios,Riego,ventas.nqn@vitalservicios.com.ar,+542994489086,,+542994489086,J J Lastra 1400,Neuquén - Neuquen,,www.vitalservicios.com.ar,,,,Paginas Amarillas,55,B,phone
Vivero Floreciendo,Riego,valenmendieta@live.com,+542215885958,,+542215885958,7 S/N,Tolosa - Buenos Aires,,http://www.viverofloreciendo.com/,,,,Paginas Amarillas,55,B,phone
Amondaray Diego,Riego Agricola,ciberconsultaslegales@outlook.es,+5493512048142,,+5493512048142,Paraguay 320,Córdoba - Cordoba,,www.abogadocba.com,,,,Paginas Amarillas,55,B,phone
Asesoria Fiscal Diego y Vanina Ayerbe,Riego Agricola,ayerbesh@gmail.com,+542475462824,,+542475462824,Gral Paz 293,Rojas - Buenos Aires,,http://www.asesoriaayerbe.com,,,,Paginas Amarillas,55,B,phone
Club de Campo San Diego,Riego Agricola,administracion@ccsandiego.com.ar,+542374832200,,+542374832200,Ruta 25 S/N,Moreno - Buenos Aires,,http://www.clubsandiego.com.ar,,,,Paginas Amarillas,55,B,phone
Fletes Diego,Riego Agricola,diegogabriel687@hotmail.com,+5493515433225,,+5493515433225,B Rivadavia 225,Córdoba - Cordoba,,http://www.fletesdiego.com.ar,,,,Paginas Amarillas,55,B,phone
Instituto Geriátrico San Diego,Riego Agricola,geriatricosandiego@gmail.com,+541147963008,,+541147963008,A Alsina 1462,Vicente López - Buenos Aires,,http://www.geriatricosandiego.com.ar,,,,Paginas Amarillas,55,B,phone
Karina y Diego,Riego Agricola,hipolitodsm@yahoo.com.ar,+5492494546604,,+5492494546604,La Pastora 16,Tandil - Buenos Aires,,http://www.comercialtandil.com.ar/empresas/karina-diego,,,,Paginas Amarillas,55,B,phone
Auto Bearing SRL Rodamientos,Rodamientos,autobearing@speedy.com.ar,+541149328478,,+541149328478,Catamarca 483 Piso 1,Once (Balvanera) - Ciudad de Buenos Aires,,http://www.autobearing.com.ar,,,,Paginas Amarillas,55,B,phone
B y G Rodamientos,Rodamientos,rodamientos@speedy.com.ar,+5492994019699,,+5492994019699,Collón Curá 240,Neuquén - Neuquen,,http://www.bygrodamientos.com,,,,Paginas Amarillas,55,B,phone
Bravo Repuestos,Rodamientos,bravorepuestos@yahoo.com.ar,+543476460301,,+543476460301,Colón 1480,Totoras - Santa Fe,,http://www.bravo-repuestos.com,,,,Paginas Amarillas,55,B,phone
Bueno Group SA,Rodamientos,buenogroup@buenogroup.com.ar,+543584626663,,+543584626663,Av Pte M T De Alvear 697,Río Cuarto - Cordoba,,http://www.buenogroup.com.ar,,,,Paginas Amarillas,55,B,phone
Elgart Distribuidora,Rodamientos,elgartdistribuidora@fibertel.com.ar,+542983422296,,+542983422296,Av San Martín 835,Tres Arroyos - Buenos Aires,,http://www.elgartdistribuidora.com,,,,Paginas Amarillas,55,B,phone
Er Service,Rodamientos,brieli@bariloche.com.ar,+542944436045,,+542944436045,Elordi 978,San Carlos de Bariloche - Rio Negro,,http://www.erservice.com.ar,,,,Paginas Amarillas,55,B,phone
M & M Repuestos,Rodamientos,info@mymrepuestos.com.ar,+542614261777,,+542614261777,T Godoy Cruz 4360,Villa Nueva - Mendoza,,http://www.mymrepuestos.com.ar,,,,Paginas Amarillas,55,B,phone
Repuestos Maf,Rodamientos,mariano_frau@yahoo.com.ar,+542345465163,,+542345465163,Calle 6 1190 Esq 31,25 de Mayo - Buenos Aires,,http://www.marianofrau.com.ar,,,,Paginas Amarillas,55,B,phone
Rulemanes Oscar,Rodamientos,info@rulemanesoscar.com.ar,+542304420786,,+542304420786,P Lagrave 311,Pilar - Buenos Aires,,http://www.rulemanesoscar.com.ar,,,,Paginas Amarillas,55,B,phone
Service Lz Leo Electromecánica,Rodamientos,leonardoezequielrios2@gmail.com,+5491128709949,,+5491128709949,Charcas 3378,San Francisco Solano - Buenos Aires,,http://www.servicelzleoelectromecanica.com,,,,Paginas Amarillas,55,B,phone
Talleres Neuquén SA,Rodamientos,talleresneuquen@talleresneuquen.com.ar,+541142057279,,+541142057279,Prieto 366,Gerli - Buenos Aires,,http://www.talleresneuquen.com.ar,,,,Paginas Amarillas,55,B,phone
Todo Ruleman Distribuidor Oficial,Rodamientos,administracion@todoruleman.com,+542284426797,,+542284426797,Av Del Valle 3036,Olavarría - Buenos Aires,,http://www.todoruleman.com,,,,Paginas Amarillas,55,B,phone
Tottis SA,Rodamientos,tottis@arnetbiz.com.ar,+543464422574,,+543464422574,Bv De La Torre 2602,Casilda - Santa Fe,,http://www.tottisrodamientos.com.ar,,,,Paginas Amarillas,55,B,phone
Hamea,Ropa,hameasj@yahoo.com.ar,+541144615232,,+541144615232,Dr I Arieta 1840,San Justo - Buenos Aires,,http://www.confeccioneshamea.com,,,,Paginas Amarillas,55,B,phone
Leutthe,Ropa,leutthesannicolas@hotmail.com,+543364422535,,+543364422535,Nación 233,San Nicolás - Buenos Aires,,http://www.facebook.com/leutthe.sannicolas,,,,Paginas Amarillas,55,B,phone
Ambos Vp,Ropa De Trabajo,ambosvp@gmail.com,+542994572006,,+542994572006,General Belgrano 1594,Neuquén - Neuquen,,https://www.ambosvp.com/,,,,Paginas Amarillas,55,B,phone
Azabache Uniformes,Ropa De Trabajo,safadi@safadi.com.ar,+543584642210,,+543584642210,General Paz 441,Río Cuarto - Cordoba,,http://www.azabache.com.ar,,,,Paginas Amarillas,55,B,phone
Centro Textil SRL,Ropa De Trabajo,ventas@centrotextil.com.ar,+543436421818,,+543436421818,Alem y Sarmiento S/N,Victoria - Entre Rios,,http://www.centrotextil.com.ar,,,,Paginas Amarillas,55,B,phone
Comercial Argentina SRL - Seguridad Industrial,Ropa De Trabajo,ventas@comercialargentina.com.ar,+542994436611,,+542994436611,T L Planas 855,Neuquén - Neuquen,,http://www.comercialargentina.com.ar,,,,Paginas Amarillas,55,B,phone
Confecat SA,Ropa De Trabajo,confecor@confecat.com.ar,+543514211155,,+543514211155,Blvd Dr Arturo Illia 375,Córdoba - Cordoba,,http://www.confecat.com.ar,,,,Paginas Amarillas,55,B,phone
Distribuidora Urbana,Ropa De Trabajo,ventas@urbanadistribuidora.com.ar,+541120728835,,+541120728835,Av Pte Perón 1064,Villa Sarmiento - Buenos Aires,,http://www.urbanadistribuidora.com.ar/,,,,Paginas Amarillas,55,B,phone
Eduardo Camiña,Ropa De Trabajo,koticedu33@gmail.com,+5491168791937,,+5491168791937,Platón 5864,José C Paz - Buenos Aires,,http://www.tiendascoutsana.com,,,,Paginas Amarillas,55,B,phone
El Emporio del Soldador,Ropa De Trabajo,elemporiodelsoldador@zypsa.com.ar,+542494451381,,+542494451381,Av A Del Valle 721,Tandil - Buenos Aires,,http://www.soldadoremporio.com.ar,,,,Paginas Amarillas,55,B,phone
Ferrari Agro Repuestos SRL,Ropa De Trabajo,ferrariagro@gmail.com,+543462427431,,+543462427431,Bv 12 De Octubre 1177,Venado Tuerto - Santa Fe,,http://www.ferrariagro.com.ar,,,,Paginas Amarillas,55,B,phone
Francesca Uniformes,Ropa De Trabajo,francescadonnacontacto@gmail.com,+542234954118,,+542234954118,Jujuy 2540,Mar del Plata - Buenos Aires,,www.francescauniformes.com.ar,,,,Paginas Amarillas,55,B,phone
Guardapolvos Liniers,Ropa De Trabajo,gulinier@yahoo.com.ar,+5491144233385,,+5491144233385,Av J B Alberdi 4920,Parque Avellaneda - Ciudad de Buenos Aires,,http://www.guardapolvosliniers.com,,,,Paginas Amarillas,55,B,phone
Guardapolvos Saber,Ropa De Trabajo,info@uniformes-saber.com.ar,+541142469264,,+541142469264,General Alvarado 3155 Piso PB,Remedios de Escalada - Buenos Aires,,www.uniformes-saber.com.ar,,,,Paginas Amarillas,55,B,phone
Hercal,Ropa De Trabajo,contacto@hercal.com.ar,+541160095009,,+541160095009,Gral Pacheco 2332,Don Torcuato - Buenos Aires,,www.hercal.com.ar,,,,Paginas Amarillas,55,B,phone
Indumentaria Tecnica SRL Campera y Mamelucos - 30º,Ropa De Trabajo,info@indumentariatecnica.com.ar,+541144847735,,+541144847735,Monseñor R Bufano 2389,San Justo - Buenos Aires,,www.induemtariatecnica.com.ar,,,,Paginas Amarillas,55,B,phone
La Casa del Pintor Pintureria - Ferrerteria - Sanitarios - Electricidad - Ropa de Trabajo -Seguridad,Ropa De Trabajo,pintureria_lacasadelpintor@yahoo.com.ar,+543624448216,,+543624448216,J B Justo 302,Resistencia - Chaco,,https://www.facebook.com/velazcorosanagraciela/?fref=ts,,,,Paginas Amarillas,55,B,phone
La Taba del Once,Ropa De Trabajo,latabadelonce@hotmail.com,+541148629935,,+541148629935,Tte Gral J D Perón 2789,Once (Balvanera) - Ciudad de Buenos Aires,,http://www.latabadelonce.com.ar,,,,Paginas Amarillas,55,B,phone
Latin-Car Accesorios para el Automotor,Ropa De Trabajo,gonzaloequip@speedy.com.ar,+542994470593,,+542994470593,J J Lastra 450,Neuquén - Neuquen,,http://www.latincar.com.ar,,,,Paginas Amarillas,55,B,phone
Marve Fabrica Uniformes,Ropa De Trabajo,info@marve.com.ar,+541142961777,,+541142961777,Belgrano 335,Monte Grande - Buenos Aires,,www.marve.com.ar,,,,Paginas Amarillas,55,B,phone
Meners SRL,Ropa De Trabajo,meners23@hotmail.com,+541144417277,,+541144417277,Dr I Arieta 3013,San Justo - Buenos Aires,,http://www.meners.com.ar,,,,Paginas Amarillas,55,B,phone
Msa The Safety Company,Ropa De Trabajo,ventas.argentina@msanet.com,+541147274600,,+541147274600,Belgrano 2470,Don Torcuato - Buenos Aires,,http://www.msanet.com.ar,,,,Paginas Amarillas,55,B,phone
Navon,Ropa De Trabajo,navon@speedy.com.ar,+541148618974,,+541148618974,Av Corrientes 2710,Once (Balvanera) - Ciudad de Buenos Aires,,http://www.navon.com.ar,,,,Paginas Amarillas,55,B,phone
Piaggio Héctor - Seguridad Industrial - Ropa de Trabajo,Ropa De Trabajo,piaggio@arnet.com.ar,+543364453649,,+543364453649,Balcarce 144,San Nicolás - Buenos Aires,,http://www.piaggiohector.com.ar,,,,Paginas Amarillas,55,B,phone
Sv Seguridad Industrial,Ropa De Trabajo,ventas@limba-argentina.com.ar,+543446432366,,+543446432366,25 De Mayo 1108,Gualeguaychú - Entre Rios,,http://www.limba-argentina.com.ar,,,,Paginas Amarillas,55,B,phone
Uniformes College Escolar - Empresarial - Comercial,Ropa De Trabajo,http://info@misuniformes.com,+542994471870,,+542994471870,Río Negro 598,Neuquén - Neuquen,,http://www.misuniformes.com,,,,Paginas Amarillas,55,B,phone
Zhivago,Ropa De Trabajo,zhivago_seguridadindustrial@live.com.ar,+543442430118,,+543442430118,9 De Julio 1599,Concepción del Uruguay - Entre Rios,,http://www.zhivagoseguridadindustrial.com,,,,Paginas Amarillas,55,B,phone
Don Pollo Familiar,Rotiseria,celialuna@hotmail.com.ar,+5491159793256,,+5491159793256,San Pablo 199,Turdera - Buenos Aires,,www.donpollo.com.ar,,,,Paginas Amarillas,55,B,phone
Panaderia y Pasteleria Mafalda,Rotiseria,leandrosalvatti@hotmail.com,+542494425446,,+542494425446,L N Alem 625,Tandil - Buenos Aires,,http://www.comercialtandil.com.ar/empresas/mafalda,,,,Paginas Amarillas,55,B,phone
Parrilla la Pancha,Rotiseria,fabribonini@hotmail.com,+543584651684,,+543584651684,25 De Mayo 13,Río Cuarto - Cordoba,,http://www.lapancharestaurant.com.ar,,,,Paginas Amarillas,55,B,phone
Pizzeria Napoleon,Rotiseria,enegecalafate@hotmail.com,+542902495455,,+542902495455,Gdor Gregores 997,El Calafate - Santa Cruz,,http://www.pizzerianapoleon.com,,,,Paginas Amarillas,55,B,phone
Recoleccion de Aceite Vegetal Ecowal,Rotiseria,waltergodoyrecicladodeaceite@gmail.com,+5491130569793,,+5491130569793,Guadalajara 1345,José C Paz - Buenos Aires,,http://www.recolecciondeaceiteecowal.com,,,,Paginas Amarillas,55,B,phone
A3 Grafica Adhesiva,Rotulacion,estudioa3dcv@gmail.com,+5492392606636,,+5492392606636,Arrastúa 315,Trenque Lauquen - Buenos Aires,,www.todotrenque.com.ar/a3graficaadhesiva.php,,,,Paginas Amarillas,55,B,phone
Direkar,Rotulacion,direkar@live.com.ar,+543564429040,,+543564429040,Iturraspe 1781,San Francisco - Cordoba,,http://www.direkar.com,,,,Paginas Amarillas,55,B,phone
Grafica Expresiones Imprenta,Rotulacion,graficaexpresiones@gmail.com,+5493516510306,,+5493516510306,V Beta 7400,Córdoba - Cordoba,,www.graficaexpresiones.com,,,,Paginas Amarillas,55,B,phone
Imprenta Orion,Rotulacion,graficaorion@speedy.com.ar,+541142431896,,+541142431896,Bolívar 1197,Lomas de Zamora - Buenos Aires,,www.graficaorion.com.ar,,,,Paginas Amarillas,55,B,phone
Neoprint - Grafica Publicitaria - Latitud Austral,Rotulacion,info@neoprint.com.ar,+543564427041,,+543564427041,Bv Bs Aires 865,San Francisco - Cordoba,,http://www.latitudaustral.com,,,,Paginas Amarillas,55,B,phone
Soluciones Graficas Nodo,Rotulacion,mariela.silva@gmail.com,+5491161217343,,+5491161217343,Av Camaño 1103,Pilar - Buenos Aires,,https://www.instagram.com/nodo.solucionesgraficas/?r=nametag,,,,Paginas Amarillas,55,B,phone
Talleres Continental,Rotulacion,tallerescontinental@gmail.com,+5491141562352,,+5491141562352,Ruta 8 5244,Villa Ballester - Buenos Aires,,http://www.tallerescontinental.com,,,,Paginas Amarillas,55,B,phone
Agñe Rayen Salon y Jardines para Fiestas,Salones De Fiestas,farmacia-florida@farmacia-florida.com.ar,+542614269191,,+542614269191,Godoy Cruz 6115,Villa Nueva - Mendoza,,http://www.agnerayen.com.ar,,,,Paginas Amarillas,55,B,phone
Centro de Resonancia y Tomografía,Salones De Fiestas,gestion@rmitacriocuarto.com.ar,+543584638522,,+543584638522,Pedernera 459,Río Cuarto - Cordoba,,http://www.rmitacriocuarto.com.ar,,,,Paginas Amarillas,55,B,phone
De Tin Marin,Salones De Fiestas,info@detinmarinfiestas.com.ar,+541149513251,,+541149513251,Pte J E Uriburu 730 Piso 1,Once (Balvanera) - Ciudad de Buenos Aires,,www.detinmarinfiestas.com.ar,,,,Paginas Amarillas,55,B,phone
Pop Time Eventos,Salones De Fiestas,poptimeventos@gmail.com,+5491135433517,,+5491135433517,H Yrigoyen 3304 Piso 1,Once (Balvanera) - Ciudad de Buenos Aires,,www.poptimeventos.com,,,,Paginas Amarillas,55,B,phone
Quinta el Sembrador,Salones De Fiestas,info@quintaelsembrador.com.ar,+542320470833,,+542320470833,Miramar Golf Club 2662,Del Viso - Buenos Aires,,www.quintaelsembrador.com.ar/,,,,Paginas Amarillas,55,B,phone
Salón de Fiestas - Noche de Sueños,Salones De Fiestas,eventos@nochedesuenos.com,+542614485845,,+542614485845,Dr Moreno 3617,Las Heras - Mendoza,,http://www.nochedesuenos.com,,,,Paginas Amarillas,55,B,phone
Solanas de Escobar,Salones De Fiestas,info@solana-escobar.com.ar,+543484425408,,+543484425408,Ruta Panameric S/N Km 50,Escobar - Buenos Aires,,http://www.solana-escobar.com.ar,,,,Paginas Amarillas,55,B,phone
Asociart SA - Aseguradora de Riesgo de Trabajo,Sanitarios,informacion@asociart.com.ar,+543462433922,,+543462433922,Casey 262,Venado Tuerto - Santa Fe,,http://www.asociart.com.ar,,,,Paginas Amarillas,55,B,phone
Cooperativa Eléctrica de Azul LTDA.,Sanitarios,compra1@ceal.com.ar,+542281431600,,+542281431600,H Yrigoyen 318,Azul - Buenos Aires,,http://www.ceal.com.ar,,,,Paginas Amarillas,55,B,phone
Municipalidad de Riachuelo,Sanitarios,info@municipioriachuelo.gov.ar,+543794485001,,+543794485001,Av E Cabral 439,Riachuelo - Corrientes,,http://www.municipioriachuelo.gov.ar,,,,Paginas Amarillas,55,B,phone
Gestiones Integrales,Seguridad E Higiene,hisotti@gmail.com,+542229498331,,+542229498331,. Calle 622b N° 4735 4735,El Pato - Buenos Aires,,https://www.gestionesintegrales.com.ar/,,,,Paginas Amarillas,55,B,phone
Ingeniería en Prevención SA,Seguridad E Higiene,info@ipsamail.com,+5491121679444,,+5491121679444,Entre Rios 1454,Olivos - Buenos Aires,,http://www.ingenieriaenprevencionsa.com,,,,Paginas Amarillas,55,B,phone
R. Magnaterra,Seguridad E Higiene,marianelat@rmseguridad.com.ar,+542284443642,,+542284443642,Av Colón 3844,Olavarría - Buenos Aires,,http://www.rmseguridad.com.ar,,,,Paginas Amarillas,55,B,phone
Sepa y Asociados,Seguridad E Higiene,info@consultorasepa.com.ar,+541144524211,,+541144524211,General J A Roca 1286,Hurlingham - Buenos Aires,,http://www.gruposepa.com.ar,,,,Paginas Amarillas,55,B,phone
Allianz Argentina Compañía de Seguros SA,Seguros,miallianz@allianz.com.ar,+541143203800,,+541143203800,Av Corrientes 299,Centro (San Nicolás) - Ciudad de Buenos Aires,,http://www.allianz.com.ar,,,,Paginas Amarillas,55,B,phone
Seguros la Nueva,Seguros,laplata@lanuevaseguros.com.ar,+542214224333,,+542214224333,Avenida 7 103,La Plata - Buenos Aires,,http://www.lanuevaseguros.com.ar,,,,Paginas Amarillas,55,B,phone
A4 - Imprenta Rápida,Sellos De Goma,info@a4tandil.com.ar,+542494445918,,+542494445918,L N Alem 626,Tandil - Buenos Aires,,http://www.a4tandil.com.ar,,,,Paginas Amarillas,55,B,phone
Axia Soluciones Industriales,Sellos De Goma,ventas@axia.com.ar,+543424990084,,+543424990084,Ruta Nac 19 S/N,Santo Tomé - Santa Fe,,http://www.axia.com.ar,,,,Paginas Amarillas,55,B,phone
Cobre Rio Cuarto,Sellos De Goma,cobre_riocuarto@hotmail.com,+543584648983,,+543584648983,Cabrera 229,Río Cuarto - Cordoba,,http://www.cobreriocuarto.com.ar,,,,Paginas Amarillas,55,B,phone
Dessol,Sellos De Goma,bombas@dessol.com.ar,+541147092051,,+541147092051,Talcahuano 550,Villa Martelli - Buenos Aires,,http://www.dessol.com.ar,,,,Paginas Amarillas,55,B,phone
Fabrica de Sellos Cravero,Sellos De Goma,taherbude@hotmail.com,+543424538245,,+543424538245,H Yrigoyen 2419,Santa Fe - Santa Fe,,http://www.fabricadeselloscravero.com,,,,Paginas Amarillas,55,B,phone
Imprenta Printel,Sellos De Goma,graficaprintel@gmail.com,+542494425142,,+542494425142,Gral Paz 1531,Tandil - Buenos Aires,,www.graficaprintel.com.ar,,,,Paginas Amarillas,55,B,phone
J.J. Beltran - Fabrica de Sellos,Sellos De Goma,jjbeltran@ymail.com,+543514239908,,+543514239908,Salta 111,Córdoba - Cordoba,,http://www.sellosjjbeltran.com.ar,,,,Paginas Amarillas,55,B,phone
Lujan Sellos,Sellos De Goma,lujan_pablo@hotmail.com,+543584622470,,+543584622470,D Funes 40,Río Cuarto - Cordoba,,http://www.selloslujan.com.ar,,,,Paginas Amarillas,55,B,phone
Sellos Aragon,Sellos De Goma,pedidos@sellosaragon.com.ar,+541142287633,,+541142287633,Perú 1622,Piñeyro - Buenos Aires,,http://www.sellosaragon.com.ar,,,,Paginas Amarillas,55,B,phone
Sellos Quer,Sellos De Goma,info@sellosquer.com,+543514238127,,+543514238127,Caseros 346,Córdoba - Cordoba,,http://www.sellosquer.com,,,,Paginas Amarillas,55,B,phone
Sicap - Edison Capacitores SRL,Sellos De Goma,ventas@edisoncapacitores.com,+541146290645,,+541146290645,G Rawson 455,Morón - Buenos Aires,,www.edisoncapacitores.com,,,,Paginas Amarillas,55,B,phone
St Seal SA,Sellos De Goma,info@stseal.com.ar,+541142323389,,+541142323389,J Giribone 131,Ezeiza - Buenos Aires,,www.stseal.com.ar,,,,Paginas Amarillas,55,B,phone
Todo Sellos,Sellos De Goma,todo_sellos@yahoo.com.ar,+541142447337,,+541142447337,M Boedo 438,Lomas de Zamora - Buenos Aires,,http://www.todo-sellos.com.ar,,,,Paginas Amarillas,55,B,phone
Palo Verde SRL - Semillas,Semillas,nstracks@paloverde.com.ar,+542928491062,,+542928491062,Ruta 3 Km 794 S/N,Hilario Ascasubi - Buenos Aires,,http://www.paloverde.com.ar,,,,Paginas Amarillas,55,B,phone
Supermercado Rural,Semillas,info@supermercadorural.com.ar,+543471421464,,+543471421464,Av Santa Fe 752,Cañada de Gómez - Santa Fe,,http://www.supermercadorural.com.ar,,,,Paginas Amarillas,55,B,phone
Agroind Services & Research SRL,Silos,agroind@agroindservices.com.ar,+542914532404,,+542914532404,Moreno 2760,Bahía Blanca - Buenos Aires,,www.agroindservices.com.ar,,,,Paginas Amarillas,55,B,phone
Chapado Silajes SA,Silos,info@chapadosilajes.com,+543388493539,,+543388493539,J R Gallo 386,Emilio V Bunge - Buenos Aires,,http://www.chapadosilajes.com/,,,,Paginas Amarillas,55,B,phone
Fabrica de Repuestos para Silos y Secadoras de Arroz - Belli,Silos,metalurgicabellini@gmail.com,+543404420442,,+543404420442,San Martín 2014,San Carlos Centro - Santa Fe,,http://www.metalurgicabellini.com.ar,,,,Paginas Amarillas,55,B,phone
Fe y Fe,Silos,feyfe@feyfe.com.ar,+542317423124,,+542317423124,Compairé S/N,9 de Julio - Buenos Aires,,http://www.feyfe.com.ar,,,,Paginas Amarillas,55,B,phone
