name,rubro,email,phone,whatsapp,best_outreach_number,address,city,province,website,instagram,facebook,linkedin,source,lead_score,lead_tier,contact_channel
Fb Servicios,Automatizacion,info@fbservicios.com,+541146213157,+5491141957256,+5491141957256,L De La Torre 3886,Ituzaingo - Buenos Aires,,http://www.fbservicios.com,,,,Paginas Amarillas,80,A,whatsapp
Metalúrgica Geier de Hugo Geier,Automatizacion,metalurgicageier@gmail.com,+541147135779,+5491134630706,+5491134630706,R Güiraldes 1486,Villa Maipú - Buenos Aires,,http://www.metalurgicageier.com.ar/,,,,Paginas Amarillas,80,A,whatsapp
Antinori Autopartes,Autopartes,ventas@antinoriautopartes.com.ar,+543794451306,+5493794699131,+5493794699131,Av Independencia 5233,Corrientes - Corrientes,,http://www.antinoriautopartes.com.ar,,,,Paginas Amarillas,80,A,whatsapp
Arcrosa SA Casa Central,Autopartes,arcrosa@bionik.tv,+543424529660,+5493425467089,+5493425467089,F Zuviría 4725,Santa Fe - Santa Fe,,https://www.arcrosa.com.ar/central,,,,Paginas Amarillas,80,A,whatsapp
Julio Salomone y Marcela Salomone Sh,Autopartes,jsalomoneventas@cotecal.net,+542994911272,+5492995934914,+5492995934914,Av R Sáenz Peña 52,Catriel - Rio Negro,,http://www.repuestossalomoneymarcela.com,,,,Paginas Amarillas,80,A,whatsapp
Rot Automotores SA,Autopartes,info@rot.com.ar,+542920425314,+5492920472119,+5492920472119,Caseros 1377,Viedma - Rio Negro,,http://www.rot.com.ar,,,,Paginas Amarillas,80,A,whatsapp
Aba - Auxilio,Auxilio Mecanico,auxilioeltano@hotmail.com,+541142598772,+5491144441853,+5491144441853,Contáctenos al,Quilmes - Buenos Aires,,http://www.auxilioeltano.com,,,,Paginas Amarillas,80,A,whatsapp
Auxilio de Automotores y Pesados,Auxilio Mecanico,luks-street.nqn@hotmail.com,+5492996358759,+54569156358759,+54569156358759,C Namuncurá 2163,Neuquén - Neuquen,,http://www.lucas-remolques.com,,,,Paginas Amarillas,80,A,whatsapp
Auxilio Mecánico Andy,Auxilio Mecanico,auxiliosandy755@yahoo.com.ar,+5492976219917,+5492976219917,+5492976219917,Av Néstor Kirchner 210 Barrio Industrial,Caleta Olivia - Santa Cruz,,http://www.auxiliomecanicoandy.com,,,,Paginas Amarillas,80,A,whatsapp
Auxilios Paraná,Auxilio Mecanico,cesarmedina08@hotmail.com,+5493435161474,+5493435161474,+5493435161474,M Marchesse 2526,Paraná - Entre Rios,,http://www.auxiliosparana.com,,,,Paginas Amarillas,80,A,whatsapp
Mecánica Dorrego,Auxilio Mecanico,omarpalavecino@gmail.com,+543434423650,+5493434559691,+5493434559691,Gral P Ferré 145,Paraná - Entre Rios,,http://www.mecanicadorrego.com,,,,Paginas Amarillas,80,A,whatsapp
Remolques el Loco M,Auxilio Mecanico,remolqueselloco@gmail.com,+5492235657571,+549223155657571,+549223155657571,E Bordabehere 2964,Mar del Plata - Buenos Aires,,http://www.remolqueselloco.com,,,,Paginas Amarillas,80,A,whatsapp
Remolques Ruiz Hnos. - Atención las 24 Hs,Auxilio Mecanico,remolquesruizhnos@hotmail.com,+542262523998,+5492262637640,+5492262637640,C. 49 1975,Necochea - Buenos Aires,,http://www.remolques-ruizhnos.com,,,,Paginas Amarillas,80,A,whatsapp
Servicio Chevrolet Mattive,Auxilio Mecanico,mecanicamattivve@gmail.com,+543755426166,+5493755426166,+5493755426166,Islas Malvinas 201,Oberá - Misiones,,https://www.paginasamarillas.com.ar/fichas/servicio-chevrolet-mattive_14453869,,,,Paginas Amarillas,80,A,whatsapp
Claudia Estilista,Barberia,claudiaestilista63@hotmail.com.ar,+541147765280,+5491158003800,+5491158003800,Fray J S De Oro 3051,Palermo - Ciudad de Buenos Aires,,http://www.claudiaestilista.com,,,,Paginas Amarillas,80,A,whatsapp
Pizzeria la Imperial,Bares,pizzeriaimperial@gmail.com,+542320526047,+5491169011009,+5491169011009,F Iglesias 7,José C Paz - Buenos Aires,,http://www.pizzeria-laimperial.com,,,,Paginas Amarillas,80,A,whatsapp
Bazar Mundial,Bazares,bazarmundial2012@gmail.com,+542494430755,+5492494430755,+5492494430755,9 De Julio 734,Tandil - Buenos Aires,,https://www.paginasamarillas.com.ar/fichas/bazar-mundial_16706884,,,,Paginas Amarillas,80,A,whatsapp
Alfa & Omega Fumigaciones,Bodegas,ayofumigaciones@gmail.com,+5493855179138,+5493855179138,+5493855179138,B 1ero de mayo S/N Mza. 12 lote 22,La Banda - Santiago del Estero,,http://www.falfayomega.com,,,,Paginas Amarillas,80,A,whatsapp
Am Servicios,Bodegas,alejandro.marconinqn@gmail.com,+5492996051021,+5492996051021,+5492996051021,M A Camino 75,Neuquén - Neuquen,,http://www.amserviciosnqn.com,,,,Paginas Amarillas,80,A,whatsapp
Patagonia Servicios Limpieza y Mantenimiento,Bodegas,andylopezgonzalez13@gmail.com,+5492944132424,+5492944132424,+5492944132424,La Paz 52,San Carlos de Bariloche - Rio Negro,,http://www.patagoniaserviciosintegrales.com,,,,Paginas Amarillas,80,A,whatsapp
Rincón del Vino,Bodegas,hubertfabian@hotmail.com,+5491160238818,+5491160238818,+5491160238818,Alegría 868,Haedo - Buenos Aires,,http://www.tiendarincondelvino.com,,,,Paginas Amarillas,80,A,whatsapp
Aguas Ingeniero Gotti,Bombas,gi_gti@hotmail.com,+543514680134,+5493516544357,+5493516544357,Julio A. Roca 929,Córdoba - Cordoba,,http://www.aguasingenierogotti.com,,,,Paginas Amarillas,80,A,whatsapp
El Industrial Diesel,Bombas,elindustrialdiesel@hotmail.com,+5491166753864,+5491166753864,+5491166753864,J Barros Pazos 1610,Nueva Pompeya - Ciudad de Buenos Aires,,http://www.elindustrialdiesel.com,,,,Paginas Amarillas,80,A,whatsapp
Indesur Argentina SA,Bombas,ventas@bombasindesur.com.ar,+541142063908,+5491151834135,+5491151834135,H Ascasubi 480,Wilde - Buenos Aires,,https://www.indesur.com.ar,,,,Paginas Amarillas,80,A,whatsapp
La Loma Hermosa,Bombas,transporte_mg@hotmail.com,+5491126178360,+5491149931778,+5491149931778,San Salvador 10256,Loma Hermosa - Buenos Aires,,http://www.lalomahermosa.com,,,,Paginas Amarillas,80,A,whatsapp
La Unión de Garín,Bombas,launiondegarin@hotmail.com,+543484457400,+5491125809453,+5491125809453,Alte G Brown 2975,Garín - Buenos Aires,,http://www.launiondegarin.com,,,,Paginas Amarillas,80,A,whatsapp
Sellos Mecánicos Acg,Bombas,ventas@acgrafito.com.ar,+542204840208,+5491123790406,+5491123790406,Noguera 1366,San Antonio de Padua - Buenos Aires,,http://www.sellos-mecanic.com,,,,Paginas Amarillas,80,A,whatsapp
Aguilera J. y Cacheda H. S.H.,Bombas De Agua,rolandocacheda@hotmail.com,+543584622718,+5493584118997,+5493584118997,Av Italia 1724,Río Cuarto - Cordoba,,http://www.aguilerajycachedahsh.com,,,,Paginas Amarillas,80,A,whatsapp
Baterias Indac,Bombas De Agua,bateriasindac@gmail.com,+542214518456,+5492213050039,+5492213050039,55 1286,La Plata - Buenos Aires,,http://www.bateriasindac.com,,,,Paginas Amarillas,80,A,whatsapp
Fabricación Metara SRL,Bombas De Agua,dvsva@hotmail.com,+5491167915541,+5491167915541,+5491167915541,Cuenca 45,Villa Lynch - Buenos Aires,,http://www.aramet.com.ar,,,,Paginas Amarillas,80,A,whatsapp
Repuestos Avenida,Bombas De Agua,info@repuestosav.com,+541147504640,+5491154905633,+5491154905633,M T De Alvear 2722,Caseros - Buenos Aires,,http://www.repuestosav.com,,,,Paginas Amarillas,80,A,whatsapp
Grafitex Sava,Bordado,vargassandro151@gmail.com,+5491166275325,+5491166275325,+5491166275325,R Lloberas 4334,Lomas de Zamora - Buenos Aires,,http://www.grafitexsava.com,,,,Paginas Amarillas,80,A,whatsapp
Constructora Rainco,Cableado Estructurado,contacto@rainco.com.ar,+541147362501,+5491131801495,+5491131801495,Buenos Aires 825,General Pacheco - Buenos Aires,,http://www.rainco-ar.com,,,,Paginas Amarillas,80,A,whatsapp
Hotel Central,Cafeterias,hcentral@s8.coopenet.com.ar,+542923473140,+5492923520104,+5492923520104,Belgrano y San Martín S/N,Pigüé - Buenos Aires,,http://www.hcentral.com.ar,,,,Paginas Amarillas,80,A,whatsapp
Re Tiendas,Cafeterias,nfabian_i@yahoo.com.ar,+5491133309515,+5491133309515,+5491133309515,Ruta Nacional 5 kilometro 210 S/N,Bragado - Buenos Aires,,https://www.paginasamarillas.com.ar/fichas/re-tiendas_17094646#Nosotros,,,,Paginas Amarillas,80,A,whatsapp
Sepelios Santa Teresita S.R.L,Cafeterias,sepelios_santateresita@hotmail.com.ar,+542246522562,+5492246556089,+5492246556089,Calle 8 657,Santa Teresita - Buenos Aires,,http://www.sepeliossantateresita.com,,,,Paginas Amarillas,80,A,whatsapp
Cerrajería Citta,Cajas Fuertes,cerrajeriacittadelionel@gmail.com,+541142407185,+5491158830673,+5491158830673,25 De Mayo 336,Lanús - Buenos Aires,,http://www.cerrajeriacitta.com,,,,Paginas Amarillas,80,A,whatsapp
Seguridad Privada Cooper,Cajas Fuertes,seguridadcopper@gmail.com,+5493585606725,+5493585606725,+5493585606725,Jujuy 679,Río Cuarto - Cordoba,,http://www.copper-security.com,,,,Paginas Amarillas,80,A,whatsapp
Aguafan Soluciones,Calefaccion,veraanibal233@gmail.com,+5491154649753,+5491154649753,+5491154649753,Calle 892 2174,San Francisco Solano - Buenos Aires,,http://www.aguafansoluciones.com,,,,Paginas Amarillas,80,A,whatsapp
Alberto Diaz - Plomero y Gasista,Calefaccion,dluis5770@gmail.com,+541122341450,+5491122341450,+5491122341450,Patiño 3802,Morón - Buenos Aires,,http://www.albertodiazyasoc.com,,,,Paginas Amarillas,80,A,whatsapp
Gasista Matriculado N 43948 Hc - Hugo Cabrera,Calefaccion,hugofireman@hotmail.com,+5493424381180,+5493424381180,+5493424381180,Corrientes 4520,Santa Fe - Santa Fe,,http://www.gasistahugocabrera.com,,,,Paginas Amarillas,80,A,whatsapp
Mte,Calefaccion,mte.comercializadora@gmail.com,+542494427171,+549024915438273,+549024915438273,Chacabuco 1512,Tandil - Buenos Aires,,http://www.mte-calefaccion.com.ar,,,,Paginas Amarillas,80,A,whatsapp
El Electricista Rosario,Camaras De Seguridad,contacto@elelectricistarosario.com.ar,+542478409623,+5492478409623,+5492478409623,La Paz 1923,Rosario - Santa Fe,,https://elelectricistarosario.com.ar/,,,,Paginas Amarillas,80,A,whatsapp
Sion - Seguridad Electrónica,Camaras De Seguridad,federicojfg@gmail.com,+5492615446674,+5492615446674,+5492615446674,Rivadavia 1339,Godoy Cruz - Mendoza,,http://www.sionautomatizacion.com,,,,Paginas Amarillas,80,A,whatsapp
Extrusion y Perfileria - Deyjel de Rasgido Luis a,Canteras,rasgidoluis@speedy.com.ar,+541144573473,+5491144573473,+5491144573473,Guaiviravi 1486,Isidro Casanova - Buenos Aires,,http://www.deyjel.com,,,,Paginas Amarillas,80,A,whatsapp
Instituto de Educación Capacitarte Scl - Matrícula Nivel Nacional 65690,Capacitacion,cienciashumanasysociales@psiquissana.org,+5491138062885,+5491138062885,+5491138062885,J A Varela 3307,Nueva Pompeya - Ciudad de Buenos Aires,,http://www.centroculturalpsiquissana.com,,,,Paginas Amarillas,80,A,whatsapp
Profesora de Ingles Alejandra Emma,Capacitacion,alejandrainsaurgarat@gmail.com,+5492323318167,+5492323318167,+5492323318167,C Guido y Spano 1048,Luján - Buenos Aires,,http://www.institutonottinghill.com,,,,Paginas Amarillas,80,A,whatsapp
Consultorio Médico Cd,Cardiologos,consultoriomedicocd@gmail.com,+5491152620833,+5491152620833,+5491152620833,Montevideo 1783,General Pacheco - Buenos Aires,,http://www.consultoriomedicocd.com,,,,Paginas Amarillas,80,A,whatsapp
Dr. Germán González Vedoya,Cardiologos,germangvedoya@hotmail.com,+543794465448,+5493794403990,+5493794403990,Bs Aires 1051,Corrientes - Corrientes,,http://www.drgonzalezvedoya.com,,,,Paginas Amarillas,80,A,whatsapp
Carnes Franco - Lo Mejor en Carnes,Carniceria,carnesfranco@yahoo.com.ar,+541146548698,+5491149868399,+5491149868399,Av Díaz Vélez 1174,Villa Sarmiento - Buenos Aires,,http://www.carnes-franco.com,,,,Paginas Amarillas,80,A,whatsapp
El Vegetal Feliz,Carniceria,supermercado.dongaray@gmail.com,+5491133767471,+5491133767471,+5491133767471,Cte Mamberti 1025,Lanús - Buenos Aires,,https://www.elvegetalfeliz.com/,,,,Paginas Amarillas,80,A,whatsapp
Taller de Torneria y Reparaciones Claudio,Carniceria,claudiochia@hotmail.com,+5493584124217,+5493584124217,+5493584124217,M Olguín 1345,Río Cuarto - Cordoba,,https://www.paginasamarillas.com.ar/fichas/taller-de-torneria-y-reparaciones-cla,,,,Paginas Amarillas,80,A,whatsapp
Maderín - Maderas Rurales,Carpinteria,agromaderin@hotmail.com,+543534524833,+5493534524833,+5493534524833,S Balerdi S/N,Villa María - Cordoba,,https://www.paginasamarillas.com.ar/fichas/maderin-maderas-rurales_16988839,,,,Paginas Amarillas,80,A,whatsapp
Macrile Acrílicos,Carteleria,contacto@macrilerosario.com.ar,+5493415952215,+5493415952215,+5493415952215,J M Cafferata 2243,Rosario - Santa Fe,,https://macrilerosario.com.ar,,,,Paginas Amarillas,80,A,whatsapp
Cerrajeria en Linea,Casas De Cambio,germantellojm@gmail.com,+5491151820674,+5491157552968,+5491157552968,Balcarce 259,Once (Balvanera) - Ciudad de Buenos Aires,,http://www.cerrajeriacerca.com,,,,Paginas Amarillas,80,A,whatsapp
Sepelios Norte,Casas De Cambio,nancy.blazich@hotmail.com,+543484420645,+5493484580516,+5493484580516,B De Irigoyen 253,Escobar - Buenos Aires,,http://www.sepeliosnorte.com,,,,Paginas Amarillas,80,A,whatsapp
Viandas Sol - Servicio a Empresas,Catering,solsolangemoreno88@gmail.com,+5491122950274,+5491122950274,+5491122950274,San Martín 3011,Los Polvorines - Buenos Aires,,http://www.viandassol.com,,,,Paginas Amarillas,80,A,whatsapp
E- Bricks Mestre,Cemento,rioscarlos _74@hotmail.com,+5491131692471,+5491131692471,+5491131692471,Av J M De Rosas 29559,Virrey del Pino - Buenos Aires,,http://www.e-bricksmestre.com,,,,Paginas Amarillas,80,A,whatsapp
Cercos Perimetrales Rosario,Cercos,contacto@cercosperimetralesrosario.com,+5493415906309,+5493415906309,+5493415906309,Matienzo 1071,Rosario - Santa Fe,,https://cercosperimetralesrosario.com.ar/,,,,Paginas Amarillas,80,A,whatsapp
Inpe Electronica,Cercos,info@inpe.com.ar,+543564428733,+5493564410776,+5493564410776,V López y Planes 958,San Francisco - Cordoba,,http://www.inpe.com.ar,,,,Paginas Amarillas,80,A,whatsapp
Cerrajeria Argentina,Cerraduras,danielosapienza@gmail.com,+5493415402540,+5493415402540,+5493415402540,Montevideo 423,Rosario - Santa Fe,,http://www.cerrajeriaargentina.com,,,,Paginas Amarillas,80,A,whatsapp
Cerrajería el Vasco,Cerraduras,elvascolm@gmail.com,+5493512365410,+5493512365410,+5493512365410,Av L N Alem 155,Córdoba - Cordoba,,http://www.cerrajeriaautomotorelvasco.com,,,,Paginas Amarillas,80,A,whatsapp
Cerrajería Pacific,Cerraduras,billyosera6@gmail.com,+5492214818439,+5492214818439,+5492214818439,7 475,La Plata - Buenos Aires,,http://www.cerrajeriapacific.com,,,,Paginas Amarillas,80,A,whatsapp
Cerrajería Urgencias las 24 Hrs - Automotor y Hogar,Cerraduras,sebastiantonnelier4@gmail.com,+5493515310669,+5493515310669,+5493515310669,Av La Cordillera 3774,Villa Belgrano - Cordoba,,http://www.cerrajeroauto24hs.com,,,,Paginas Amarillas,80,A,whatsapp
Mac Llaves,Cerraduras,canalema@hotmail.com,+5491157138404,+5491157138404,+5491157138404,Av Libertador 629,Moreno - Buenos Aires,,https://www.gurugo.com.ar/fichas/mac-llaves_16806529,,,,Paginas Amarillas,80,A,whatsapp
Abal Cerrajería,Cerrajeria,cerrajerointegral@hotmail.com,+5491154545643,+5491154545643,+5491154545643,Av. Crovara 4191,Tablada - Buenos Aires,,http://www.llavescodificadas8.com,,,,Paginas Amarillas,80,A,whatsapp
Cerra Express,Cerrajeria,hernandavidoriolo@gmail.com,+5491130717494,+5491130717494,+5491130717494,La Rioja 2631,Lanús - Buenos Aires,,http://www.cerra-express.com,,,,Paginas Amarillas,80,A,whatsapp
Vidriería Antigua Casa Moyano - Urgencias 24Hrs,Cerrajeria,ms_capdevila@hotmail.com,+542234937897,+5492235299951,+5492235299951,Catamarca 2082,Mar del Plata - Buenos Aires,,http://www.vidrieriacasamoyano.com,,,,Paginas Amarillas,80,A,whatsapp
Fiat Rubén - Chapa y Pintura,Chapistas,info@frruben.com.ar,+541147575268,+5491135724057,+5491135724057,Ombú 1321,San Martín - Buenos Aires,,http://www.frruben.com.ar,,,,Paginas Amarillas,80,A,whatsapp
Taller Integral Génesis SRL,Chapistas,cmancilla@segurosgenesix.com.ar,+5491166846464,+5491166846464,+5491166846464,G De Laferrere 4930,Parque Chacabuco - Ciudad de Buenos Aires,,http://www.tallergenesissrl.com,,,,Paginas Amarillas,80,A,whatsapp
Consultorio Ck. Especialidades Médicas,Cirugia Estetica,cemachado79@gmail.com,+5492236844477,+5492236844477,+5492236844477,Av Colón 3445 Piso 10,Mar del Plata - Buenos Aires,,http://www.consultoriock.com,,,,Paginas Amarillas,80,A,whatsapp
Dr. Ariel Garcia Cirujano Plástico,Cirugia Estetica,dr.arielgarciacirujano@gmail.com,+5491123581810,+5491123581810,+5491123581810,Cerviño 4407 Piso 2,Palermo - Ciudad de Buenos Aires,,http://www.arielgarciacirujano.com,,,,Paginas Amarillas,80,A,whatsapp
Odontólogo Mauricio Patiño,Cirugia Estetica,odmauriciopatino@gmail.com,+5493525415036,+5493525415036,+5493525415036,Chile 142,Jesús María - Cordoba,,http://www.odontopatinomauricio.com,,,,Paginas Amarillas,80,A,whatsapp
Made Wellness,Coaching,carromaria921@gmail.com,+5492254613559,+5492254613559,+5492254613559,CORSO ELEGANCIA 261,Pinamar - Buenos Aires,,http://www.made-wellness.com,,,,Paginas Amarillas,80,A,whatsapp
Xenia García,Coaching,griseldaxenia@hotmail.com,+5493873338378,+5493873338378,+5493873338378,Av Packham 403,Tartagal - Salta,,https://www.estarjoven.com/xeniabuenasalud,,,,Paginas Amarillas,80,A,whatsapp
Emeka,Colchones,ortopediaemeka@hotmail.com,+542214897595,+5492213160084,+5492213160084,49 455,La Plata - Buenos Aires,,http://www.emekalp.com,,,,Paginas Amarillas,80,A,whatsapp
Ortopedia y Cirugia Gremial,Colchones,ortopediagremial1@gmail.com,+541144410746,+5491150281226,+5491150281226,Perú 2381,San Justo - Buenos Aires,,http://www.ortopediagremial.com,,,,Paginas Amarillas,80,A,whatsapp
Cae Babylon,Comidas Rapidas,caebabylon@gmail.com,+542994489366,+5492995770288,+5492995770288,S Del Estero 16,Neuquén - Neuquen,,https://www.facebook.com/cooperativa-cae-babylon-303310393028790/?fref=ts,,,,Paginas Amarillas,80,A,whatsapp
El Salteñito - Comidas Rápidas,Comidas Rapidas,info@elsaltenito.com,+543874316221,+5493872102066,+5493872102066,Alvarado 612,Salta - Salta,,http://www.elsaltenito.com/,,,,Paginas Amarillas,80,A,whatsapp
Viking Cat Coffee,Comidas Rapidas,vikingcatcoffee@gmail.com,+5491136795900,+5491136795900,+5491136795900,Av Rivadavia 684,Centro (San Nicolás) - Ciudad de Buenos Aires,,https://www.vikingcatcoffee.com/,,,,Paginas Amarillas,80,A,whatsapp
Peugeot Total,Compresores,peugeototal@yahoo.com.ar,+542234828494,+5492234987992,+5492234987992,Av J Peralta Ramos 179,Mar del Plata - Buenos Aires,,http://www.peugeot-total.com,,,,Paginas Amarillas,80,A,whatsapp
Ge.Vapp,Computacion,sandrappas@outlook.com,+5493883137394,+5493883137394,+5493883137394,San Martín 698,San Salvador de Jujuy - Jujuy,,http://www.gevappestudio.com,,,,Paginas Amarillas,80,A,whatsapp
Las Lilas Muebles,Computacion,laslilasmueblesz@gmail.com,+5492324682602,+5492324682602,+5492324682602,Calle 12 665,Mercedes - Buenos Aires,,https://www.laslilasmuebles.com/,,,,Paginas Amarillas,80,A,whatsapp
Casa de Motosierras,Concesionarias,motosierras@hotmail.com,+541148618555,+5491150398240,+5491150398240,Lavalle 2968,Once (Balvanera) - Ciudad de Buenos Aires,,http://www.casademotosierras.com,,,,Paginas Amarillas,80,A,whatsapp
Pergamino Automotores S.A.,Concesionarias,info@pergauto.com.ar,+542477436306,+5492477347466,+5492477347466,Ruta 8 Km 222.8,Pergamino - Buenos Aires,,https://www.pergauto.com.ar/,,,,Paginas Amarillas,80,A,whatsapp
Grimalt y Cia - Materia Prima,Confiterias,edytrabajo@hotmail.com,+541145215976,+5491557357632,+5491557357632,Andonaegui 1099,Agronomía - Ciudad de Buenos Aires,,http://www.grimaltycia.com,,,,Paginas Amarillas,80,A,whatsapp
Panaderia y Confiteria los Nonos,Confiterias,info@panaderialosnonos.com,+543414399188,+5493415031261,+5493415031261,Carriego 480,Rosario - Santa Fe,,http://www.panaderialosnonos.com,,,,Paginas Amarillas,80,A,whatsapp
Panadería Roca,Confiterias,claudio_7_prado@hotmail.com,+542984424071,+5492984862220,+5492984862220,Tucumán 330,General Roca - Rio Negro,,http://www.panaderiaroca.com,,,,Paginas Amarillas,80,A,whatsapp
Materiales Dorrego,Construccion,santarsiere.domingo@gmail.com,+542204827316,+541134228819,+541134228819,Dorrego 398,Merlo - Buenos Aires,,http://www.materialesdorrego.com,,,,Paginas Amarillas,80,A,whatsapp
Néstor Wilson Pintor Contratista,Construccion,nwrwilson@gmail.com,+5491136116640,+5491136116640,+5491136116640,Río De L Plata 4589,Pablo Nogués - Buenos Aires,,http://www.tucasapintada.com,,,,Paginas Amarillas,80,A,whatsapp
A Minivolquetes - Grandes y Medianos Economicos,Construcciones Empresas,elnono_billy@hotmail.com,+5493413774268,+5493415096428,+5493415096428,Pje E Aguilar 7549,Rosario - Santa Fe,,http://www.volquetesrosario.com,,,,Paginas Amarillas,80,A,whatsapp
Frigor Soluciones,Construcciones Empresas,brikolexpress@gmail.com,+5491164025729,+5491164025729,+5491164025729,Av D Alvarez 628,Caballito - Ciudad de Buenos Aires,,http://www.frigorsoluciones.com,,,,Paginas Amarillas,80,A,whatsapp
Sis Argentina SRL,Construcciones Empresas,info@sis-argentina.com,+5492804572110,+5492804539924,+5492804539924,Colombia 1470,Puerto Madryn - Chubut,,http://www.sismoduloshabitacionales.com,,,,Paginas Amarillas,80,A,whatsapp
Zigma SA,Construcciones Empresas,zigma@navego.com.ar,+542984463896,+5492984463685,+5492984463685,Av. José Hernández 138,Villa Regina - Rio Negro,,http://www.zigmasaweb.com,,,,Paginas Amarillas,80,A,whatsapp
Instalectro SA,Constructoras,administracion@instalectrosa.com,+5491123394626,+5491169379698,+5491169379698,Dr N Repetto 1066,Caballito - Ciudad de Buenos Aires,,http://www.instalectro.com,,,,Paginas Amarillas,80,A,whatsapp
Comex Consultores Asociados SRL,Consultoras,gerencia@comex-consultores.com.ar,+541147889794,+5491151763657,+5491151763657,Av Libertador 5990 Piso 5,Belgrano - Ciudad de Buenos Aires,,http://www.comex-consultores.com.ar,,,,Paginas Amarillas,80,A,whatsapp
Consultorios Villarino Bahía Blanca,Consultorios Medicos,l.ladoc@hotmail.com,+542915173217,+5492916446486,+5492916446486,Villarino 249,Bahía Blanca - Buenos Aires,,https://www.consultoriosvillarino.com/,,,,Paginas Amarillas,80,A,whatsapp
Instituto de Flebologia Dr Mario Centurión,Consultorios Medicos,eveviato@gmail.com,+5493755617536,+5493755617536,+5493755617536,Av. Sarmiento 462,Oberá - Misiones,,http://www.varicesdrcenturion.com,,,,Paginas Amarillas,80,A,whatsapp
Schvartz Hugo Marcelo - Medico Especialista en Piel,Consultorios Medicos,consultoriodermatologicohms@hotmail.com,+542644212838,+549264468902,+549264468902,Laprida Este 324 Piso 1,San Juan - San Juan,,http://www.clinicadermatologicaschvartz.com,,,,Paginas Amarillas,80,A,whatsapp
Asociados Contables,Contadores,gonzalezgastone@gmail.com,+5491131978441,+5491124013444,+5491124013444,Azara 957,Lomas de Zamora - Buenos Aires,,http://www.asociadoscontables.com.ar,,,,Paginas Amarillas,80,A,whatsapp
Consultoría Siempre para Adelante,Contadores,javierlevy@yahoo.com.ar,+5491150484314,+5491150484314,+5491150484314,Venezuela 2353,Once (Balvanera) - Ciudad de Buenos Aires,,http://www.consultoriasiempreparaadelante.com,,,,Paginas Amarillas,80,A,whatsapp
Estudio Contable Jorge Toledo y Asociados,Contadores,estudio@estudiojorgetoledo.com.ar,+543812560428,+5493813502177,+5493813502177,"Salta 126 3 Of ""C""",San Miguel - Tucuman,,http://www.estudiojorgetoledo.com,,,,Paginas Amarillas,80,A,whatsapp
Estudio Contable M Hernández,Contadores,estudiocontable.hernandez@gmail.com,+5491156107631,+5491156107631,+5491156107631,Yapeyú 1868,San Martín - Buenos Aires,,https://estudiocontablehernandez.negocio.site/,,,,Paginas Amarillas,80,A,whatsapp
Estudio Contable Sirota,Contadores,estudiocontablesirota@gmail.com,+5491155770371,+5491155770371,+5491155770371,Güemes 2132,Merlo - Buenos Aires,,http://www.estudiocontablesirota.com,,,,Paginas Amarillas,80,A,whatsapp
Contenedores Gustavo,Contenedores,contenedoresgustavo@yahoo.com.ar,+541149223463,+5491139385293,+5491139385293,A De Vedia 2956,Nueva Pompeya - Ciudad de Buenos Aires,,http://www.gustavocontenedores.com,,,,Paginas Amarillas,80,A,whatsapp
Expreso Carena,Contenedores,administracion@expresocarena.com.ar,+541149199191,+5491149199191,+5491149199191,J A Varela 3621,Villa Soldati - Ciudad de Buenos Aires,,http://www.expresocarena.com.ar,,,,Paginas Amarillas,80,A,whatsapp
Franco Estibajes y Cargas,Contenedores,francoestibajesycargas@gmail.com,+5492976250775,+5492976250775,+5492976250775,Av Las Toninas 503,Comodoro Rivadavia - Chubut,,http://www.francoestibajesycargas.com,,,,Paginas Amarillas,80,A,whatsapp
Galati Hnos SA Fabrica de Equipos de Esparcidor de Granza Reparación de Cosechadoras y Equipos Agrícolas,Contenedores,contacto@galatihnos.com,+543464422062,+5493464422062,+5493464422062,Garibaldi 2425,Casilda - Santa Fe,,http://www.galatihnos.com,,,,Paginas Amarillas,80,A,whatsapp
Los Primos - Servicio de Transporte y Logística,Contenedores,exequielmarcogodoty37@gmail.com,+5491135719241,+5491135719241,+5491135719241,Coronel Terrada 3915,San Justo - Buenos Aires,,http://www.losprimostransporteylogistica.com,,,,Paginas Amarillas,80,A,whatsapp
Transporte de Cargas Moreno,Contenedores,morenotransporte1@gmail.com,+543454217599,+5493454014568,+5493454014568,Rep Del Paraguay 432,Concordia - Entre Rios,,http://www.transportedecargasmoreno.com,,,,Paginas Amarillas,80,A,whatsapp
M.I.P. Buenos Aires,Control De Plagas,mipbuenosaires@gmail.com,+5491140720478,+5491540720478,+5491540720478,Ruta 9 km 47 S/N Colectora Oeste,Escobar - Buenos Aires,,http://www.mipbuenosaires.com,,,,Paginas Amarillas,80,A,whatsapp
Mar-Se Fumigaciones,Control De Plagas,marsefumigaciones@hotmail.com,+5491159469855,+5491159469855,+5491159469855,S Del Estero 250 Piso 5,Monserrat - Ciudad de Buenos Aires,,http://www.mar-sefumigaciones.com.ar/,,,,Paginas Amarillas,80,A,whatsapp
Corralón de Materiales Fer,Corralones,noeliaguirre98@gmail.com,+5491154947891,+5491154947891,+5491154947891,J Stephenson 6530,Moreno - Buenos Aires,,http://www.corralonfer.com,,,,Paginas Amarillas,80,A,whatsapp
